t;U;V;Lx;β;δ;v;Q;ΔT;I;μ;g0;g;fMFT
1.0;0.0;1.0;20.0;100.0;0.1;Dict("ΔS" => NaN, "Δs" => NaN, "gS" => NaN);Dict("ΔS" => 59.00798016999867, "Δs" => 98.46488794601933, "gS" => 18.624014704965496);0.424215542;20;0.4663165873740451;0.1;0.1;NaN
1.0;0.0;2.0;20.0;100.0;0.1;Dict("ΔS" => NaN, "Δs" => NaN, "gS" => NaN);Dict("ΔS" => 71.66345557284657, "Δs" => 112.11923641298328, "gS" => 29.761899840957895);0.329816717;20;0.4758726934104237;0.1;0.1;NaN
1.0;0.0;3.0;20.0;100.0;0.1;Dict("ΔS" => NaN, "Δs" => NaN, "gS" => NaN);Dict("ΔS" => 55.95999627478204, "Δs" => 134.27208721277614, "gS" => 12.482262652625419);0.190955929;20;0.4767648128732119;0.1;0.1;NaN
1.0;0.0;1.0;20.0;100.0;0.2;Dict("ΔS" => NaN, "Δs" => NaN, "gS" => NaN);Dict("ΔS" => 24.67202892153034, "Δs" => 40.201566347601464, "gS" => 19.204960672128735);0.340886355;20;1.128945396363278;0.1;0.1;NaN
1.0;0.0;2.0;20.0;100.0;0.2;Dict("ΔS" => NaN, "Δs" => NaN, "gS" => NaN);Dict("ΔS" => 2.8457078795747215, "Δs" => 9.307170611138854, "gS" => 54.15007704702285);0.198387768;20;1.006042800639069;0.1;0.1;NaN
1.0;0.0;3.0;20.0;100.0;0.2;Dict("ΔS" => NaN, "Δs" => NaN, "gS" => NaN);Dict("ΔS" => 162.59075330107865, "Δs" => 14.60858446661014, "gS" => 32.611380480845);0.356010397;20;0.8899559131055307;0.1;0.1;NaN
1.0;0.0;1.0;20.0;100.0;0.3;Dict("ΔS" => NaN, "Δs" => NaN, "gS" => NaN);Dict("ΔS" => 94.34648095766546, "Δs" => 113.44482968586422, "gS" => 20.97459782296729);0.358463732;20;1.883181689579065;0.1;0.1;NaN
1.0;0.0;2.0;20.0;100.0;0.3;Dict("ΔS" => NaN, "Δs" => NaN, "gS" => NaN);Dict("ΔS" => 15.244864998952389, "Δs" => 5.406769200539052, "gS" => 35.64809578432704);0.234223626;20;1.7455971130180945;0.1;0.1;NaN
1.0;0.0;3.0;20.0;100.0;0.3;Dict("ΔS" => NaN, "Δs" => NaN, "gS" => NaN);Dict("ΔS" => 251.8588652411825, "Δs" => 38.81996683360687, "gS" => 41.39412919230706);0.172817646;20;1.8515424483720526;0.1;0.1;NaN
