-1.0e0 -1.0e0 1.99995999e0 1.99995999e0
-9.16667e-1 -1.0e0 1.96589e0 1.96589e0
-8.333339e-1 -1.0e0 1.86598999e0 1.86598999e0
-7.500008e-1 -1.0e0 1.70708e0 1.70708e0
-6.666676e-1 -1.0e0 1.49998e0 1.49998e0
-5.833345e-1 -1.0e0 1.2588e0 1.2588e0
-5.000015e-1 -1.0e0 9.9998e-1 9.9998e-1
-4.166684e-1 -1.0e0 7.4118e-1 7.4118e-1
-3.333353e-1 -1.0e0 5.0e-1 5.0e-1
-2.500021e-1 -1.0e0 2.9289e-1 2.9289e-1
-1.66669e-1 -1.0e0 1.3397e-1 1.3397e-1
-8.3336e-2 -1.0e0 3.406999e-2 3.406999e-2
-2.9e-6 -1.0e0 0.0e0 0.0e0
8.33302e-2 -1.0e0 3.406999e-2 3.406999e-2
1.666634e-1 -1.0e0 1.3397e-1 1.3397e-1
2.499965e-1 -1.0e0 2.9287999e-1 2.9287999e-1
3.333296e-1 -1.0e0 4.9998e-1 4.9998e-1
4.166628e-1 -1.0e0 7.4115999e-1 7.4115999e-1
4.999957e-1 -1.0e0 9.9998e-1 9.9998e-1
5.833289e-1 -1.0e0 1.25876999e0 1.25876999e0
6.66662e-1 -1.0e0 1.49995999e0 1.49995999e0
7.499951e-1 -1.0e0 1.70706e0 1.70706e0
8.333282e-1 -1.0e0 1.86598999e0 1.86598999e0
9.166612e-1 -1.0e0 1.96589e0 1.96589e0
9.999944e-1 -1.0e0 1.99995999e0 1.99995999e0

-1.0e0 -9.16667e-1 1.96589e0 1.96589e0
-9.16667e-1 -9.16667e-1 1.93182e0 1.93182e0
-8.333339e-1 -9.16667e-1 1.83192e0 1.83192e0
-7.500008e-1 -9.16667e-1 1.67301001e0 1.67301001e0
-6.666676e-1 -9.16667e-1 1.46591e0 1.46591e0
-5.833345e-1 -9.16667e-1 1.22473001e0 1.22473001e0
-5.000015e-1 -9.16667e-1 9.6591e-1 9.6591e-1
-4.166684e-1 -9.16667e-1 7.0711e-1 7.0711e-1
-3.333353e-1 -9.16667e-1 4.6593001e-1 4.6593001e-1
-2.500021e-1 -9.16667e-1 2.5882e-1 2.5882e-1
-1.66669e-1 -9.16667e-1 9.990001e-2 9.990001e-2
-8.3336e-2 -9.16667e-1 0.0e0 0.0e0
-2.9e-6 -9.16667e-1 -3.406999e-2 -3.406999e-2
