t;U;V;Lx;β;δ;v;Q;ΔT
1.0;4.0;0.0;80.0;100.0;0.0;Dict("m" => 0.09493355205283587, "w0" => 0.09791474322191954, "wp" => 0.0);Dict("m" => 0.9017499183135019, "w0" => 0.08306442662767144, "wp" => 0.0011302713341581913);0.31258134
1.0;4.0;0.0;80.0;100.0;0.05;Dict("m" => 0.01305626057748108, "w0" => 0.10071321310928529, "wp" => 0.0);Dict("m" => 0.9594790565525431, "w0" => 0.014345754080255513, "wp" => 2.0648438637041784e-7);4.312955852
1.0;4.0;0.0;80.0;100.0;0.1;Dict("m" => 0.0013075982032422543, "w0" => 0.09893474526200453, "wp" => 0.0);Dict("m" => 0.9383185885123001, "w0" => 0.00399063318816395, "wp" => 0.00041883457057513904);2.579385832
1.0;4.0;0.0;80.0;100.0;0.15;Dict("m" => 0.0005563105376851104, "w0" => 0.0953766358839011, "wp" => 0.0);Dict("m" => 0.8262387351582144, "w0" => 0.009551777112246085, "wp" => 0.004794463344674947);1.873271422
1.0;4.0;0.0;80.0;100.0;0.2;Dict("m" => 0.00026894192857793294, "w0" => 0.08983044178491788, "wp" => 0.0);Dict("m" => 0.6641142164319331, "w0" => 0.06650006052909274, "wp" => 0.36109109823724495);1.246239143
1.0;4.0;0.0;80.0;100.0;0.25;Dict("m" => 0.00022190923932013953, "w0" => 0.08205350626057811, "wp" => 0.0);Dict("m" => 0.8489878759227459, "w0" => 0.015814256956056538, "wp" => 0.04518924994140964);1.431059654
1.0;4.0;0.0;80.0;100.0;0.3;Dict("m" => 0.0001282395277228399, "w0" => 0.0717524056630456, "wp" => 0.0);Dict("m" => 0.7488370123640852, "w0" => 0.03687095133253493, "wp" => 0.07736003019627609);1.352789209
1.0;4.0;0.0;80.0;100.0;0.35;Dict("m" => 6.313584537782136e-5, "w0" => 0.058672807059433056, "wp" => 0.0);Dict("m" => 0.5796357187776567, "w0" => 0.009584485602086301, "wp" => 0.17830590220825301);1.291163097
1.0;4.0;0.0;80.0;100.0;0.4;Dict("m" => 4.13075796036209e-5, "w0" => 0.04254869156669356, "wp" => 0.0);Dict("m" => 0.6548973802630091, "w0" => 0.0979639964098708, "wp" => 0.23636222454175596);1.264397486
1.0;4.0;0.0;80.0;100.0;0.45;Dict("m" => 2.6746419322582267e-6, "w0" => 0.023083477234666902, "wp" => 0.0);Dict("m" => 0.09588628927569719, "w0" => 0.27787148176367654, "wp" => 0.7281628338980685);1.189167672
1.0;4.0;0.5;80.0;100.0;0.0;Dict("m" => 0.17708007437055825, "w0" => 0.08089282136268632, "wp" => 1.5819202020281046e-6);Dict("m" => 0.8980930818460464, "w0" => 0.31398778747739053, "wp" => 0.0359538100175179);0.22748397
1.0;4.0;0.5;80.0;100.0;0.05;Dict("m" => 0.13549304835799106, "w0" => 0.08627361465503723, "wp" => 2.961996988685519e-5);Dict("m" => 0.7376236105362255, "w0" => 0.221394706739389, "wp" => 0.627487951658133);1.305447754
1.0;4.0;0.5;80.0;100.0;0.1;Dict("m" => 0.07986388744430671, "w0" => 0.09281958971944906, "wp" => 2.9985259332111084e-8);Dict("m" => 0.8598588479133834, "w0" => 0.1481549221991063, "wp" => 0.0005861749912358156);2.730109003
1.0;4.0;0.5;80.0;100.0;0.15;Dict("m" => 0.00502622302047287, "w0" => 0.09534526628792607, "wp" => 1.8138060876113516e-12);Dict("m" => 0.9261718873748541, "w0" => 0.01342209641311265, "wp" => 3.4419756735028756e-8);4.471954117
1.0;4.0;0.5;80.0;100.0;0.2;Dict("m" => 0.0013921082143061579, "w0" => 0.08982690942853314, "wp" => 3.2076709205267695e-7);Dict("m" => 0.9144122039406753, "w0" => 0.00675215629704351, "wp" => 0.0065003830215100145);2.007518918
1.0;4.0;0.5;80.0;100.0;0.25;Dict("m" => 0.0005804567734203162, "w0" => 0.08205262461908616, "wp" => 2.916746689109668e-7);Dict("m" => 0.7626829025906542, "w0" => 0.0006070871244046039, "wp" => 0.006526106546154483);1.746573033
1.0;4.0;0.5;80.0;100.0;0.3;Dict("m" => 0.0003011944686358766, "w0" => 0.07175199906976798, "wp" => 1.6026161230461238e-6);Dict("m" => 0.6918424750844593, "w0" => 0.0008265641372323662, "wp" => 0.0414657680369892);1.693485253
1.0;4.0;0.5;80.0;100.0;0.35;Dict("m" => 0.0001686662737559316, "w0" => 0.05867257277148413, "wp" => 4.47998932399849e-6);Dict("m" => 0.6646951882924411, "w0" => 0.062011588651642024, "wp" => 0.14374682136975234);1.495124939
1.0;4.0;0.5;80.0;100.0;0.4;Dict("m" => 0.00013116974287176084, "w0" => 0.04254848020624454, "wp" => 1.2229054820464809e-5);Dict("m" => 0.9506547673317738, "w0" => 0.06984442136743346, "wp" => 0.5503510349188891);1.260990794
1.0;4.0;0.5;80.0;100.0;0.45;Dict("m" => 3.92510301562105e-5, "w0" => 0.023083413280090274, "wp" => 2.6636303422127725e-6);Dict("m" => 0.6755694855461899, "w0" => 0.09697255616356037, "wp" => 0.2254446065756555);1.307509822
1.0;4.0;1.0;80.0;100.0;0.0;Dict("m" => 0.2110324001420018, "w0" => 0.06385383730312784, "wp" => 6.768461814980582e-5);Dict("m" => 0.09731322700184952, "w0" => 0.05744350372130502, "wp" => 0.9245628361754731);0.188693793
1.0;4.0;1.0;80.0;100.0;0.05;Dict("m" => 0.17802676105344717, "w0" => 0.06884562032537335, "wp" => 2.3717211332134453e-5);Dict("m" => 0.8919717920470305, "w0" => 0.33338335916242856, "wp" => 0.29717890413256004);1.561392931
1.0;4.0;1.0;80.0;100.0;0.1;Dict("m" => 0.1405085663666112, "w0" => 0.07516451715421621, "wp" => 2.167791351464959e-5);Dict("m" => 0.893837471437342, "w0" => 0.3575556834900795, "wp" => 0.24515350419330734);1.56333542
1.0;4.0;1.0;80.0;100.0;0.15;Dict("m" => 0.09388615644598947, "w0" => 0.0827331949965962, "wp" => 2.0809286188824664e-7);Dict("m" => 0.8730931444810575, "w0" => 0.2756759919627927, "wp" => 0.0020997358250399323);2.302282524
1.0;4.0;1.0;80.0;100.0;0.2;Dict("m" => 0.015751687397635862, "w0" => 0.08939761531334219, "wp" => 1.4459167395927617e-8);Dict("m" => 0.9748532917095987, "w0" => 0.056408227636681185, "wp" => 0.00013283075617942757);2.792128417
1.0;4.0;1.0;80.0;100.0;0.25;Dict("m" => 0.0017788424868475082, "w0" => 0.08204558340741172, "wp" => 1.3851739624484705e-9);Dict("m" => 0.8481806898773739, "w0" => 0.011157577207709934, "wp" => 1.4112820676092835e-5);2.655574315
1.0;4.0;1.0;80.0;100.0;0.3;Dict("m" => 0.0007365299379389708, "w0" => 0.07175028295841437, "wp" => 4.5887228275126576e-7);Dict("m" => 0.8221692000487827, "w0" => 0.00867365405431142, "wp" => 0.0054777181968765545);1.915016628
1.0;4.0;1.0;80.0;100.0;0.35;Dict("m" => 0.0003559084571992475, "w0" => 0.05867195329377545, "wp" => 2.3365425693265436e-8);Dict("m" => 0.7810088104351386, "w0" => 0.025864929338530185, "wp" => 0.0003514972633515499);1.497935762
1.0;4.0;1.0;80.0;100.0;0.4;Dict("m" => 0.00020877788329155982, "w0" => 0.04254817379246131, "wp" => 7.674641077715363e-6);Dict("m" => 0.9140904931256795, "w0" => 0.13238375007276065, "wp" => 0.16500217352346472);1.389532466
1.0;4.0;1.0;80.0;100.0;0.45;Dict("m" => 6.927311442801158e-5, "w0" => 0.02308331426211858, "wp" => 1.010951693402876e-5);Dict("m" => 0.7618432259746574, "w0" => 0.17638979295915222, "wp" => 0.4176614889915818);1.321549925
1.0;4.0;1.5;80.0;100.0;0.0;Dict("m" => 0.22665822400327204, "w0" => 0.051167298236926645, "wp" => 6.366518499227327e-5);Dict("m" => 0.4975207746850119, "w0" => 0.1425494618887274, "wp" => 0.7023505700331136);0.226512223
1.0;4.0;1.5;80.0;100.0;0.05;Dict("m" => 0.19679501661386856, "w0" => 0.05564984697630186, "wp" => 3.674013100495475e-5);Dict("m" => 0.6391003039505072, "w0" => 0.43062744802831177, "wp" => 0.36693859465400563);1.390466593
1.0;4.0;1.5;80.0;100.0;0.1;Dict("m" => 0.16487573961888047, "w0" => 0.061056835857889916, "wp" => 9.379772742226875e-5);Dict("m" => 0.8510358544586705, "w0" => 0.37691769238369643, "wp" => 0.837141111100491);1.369072188
1.0;4.0;1.5;80.0;100.0;0.15;Dict("m" => 0.12923193421790002, "w0" => 0.06760827269674993, "wp" => 4.187789667820243e-5);Dict("m" => 0.9289861733121629, "w0" => 0.38543528404119676, "wp" => 0.32942942629516114);1.444651923
1.0;4.0;1.5;80.0;100.0;0.2;Dict("m" => 0.08563651015244114, "w0" => 0.07528196024207284, "wp" => 4.779033394207384e-6);Dict("m" => 0.9234792052874169, "w0" => 0.36827531675437397, "wp" => 0.032786503578662245);1.983177333
1.0;4.0;1.5;80.0;100.0;0.25;Dict("m" => 0.014249916283577739, "w0" => 0.08156085792348744, "wp" => 1.686043346203432e-11);Dict("m" => 0.966829802663341, "w0" => 0.07076559860325071, "wp" => 1.0410850858227893e-7);4.078231095
1.0;4.0;1.5;80.0;100.0;0.3;Dict("m" => 0.0018201547443015037, "w0" => 0.07174061249319232, "wp" => 7.014499072951577e-6);Dict("m" => 0.9572678439365004, "w0" => 0.07055416576308426, "wp" => 0.05114800063723957);1.368952201
1.0;4.0;1.5;80.0;100.0;0.35;Dict("m" => 0.000623469078362482, "w0" => 0.05867048826354763, "wp" => 3.3202126040102004e-6);Dict("m" => 0.8237994208025763, "w0" => 0.014237193835441031, "wp" => 0.031087611584641316);1.720189645
1.0;4.0;1.5;80.0;100.0;0.4;Dict("m" => 0.0001349671345914987, "w0" => 0.042548278486068875, "wp" => 3.939857894318256e-5);Dict("m" => 0.3973001598774904, "w0" => 0.14629341554639463, "wp" => 0.5383830542665611);1.137568832
1.0;4.0;1.5;80.0;100.0;0.45;Dict("m" => 8.135911189399632e-5, "w0" => 0.023083238104028177, "wp" => 1.7944573845254836e-5);Dict("m" => 0.6420428699372752, "w0" => 0.15079379704159915, "wp" => 0.4822506057462633);1.316581206
1.0;4.0;2.0;80.0;100.0;0.0;Dict("m" => 0.2345947228917396, "w0" => 0.04228417552829259, "wp" => 3.942290262520199e-5);Dict("m" => 0.5962670585848429, "w0" => 0.2569400497526228, "wp" => 0.38755989827258586);0.276110542
1.0;4.0;2.0;80.0;100.0;0.05;Dict("m" => 0.20643117541779987, "w0" => 0.04612749334582978, "wp" => 4.641694673770881e-5);Dict("m" => 0.6039982792685472, "w0" => 0.31251253257748995, "wp" => 0.4106181166376233);1.271176859
1.0;4.0;2.0;80.0;100.0;0.1;Dict("m" => 0.17695393759970038, "w0" => 0.05082172307865758, "wp" => 0.00011360482113909368);Dict("m" => 0.31802502379321695, "w0" => 0.023964561726638745, "wp" => 0.8904165348565121);1.390288104
1.0;4.0;2.0;80.0;100.0;0.15;Dict("m" => 0.145448572283714, "w0" => 0.05642414439565373, "wp" => 2.649640549971305e-5);Dict("m" => 0.6710697517476882, "w0" => 0.45241879506061067, "wp" => 0.18201633913892354);1.50134656
1.0;4.0;2.0;80.0;100.0;0.2;Dict("m" => 0.11024854824208466, "w0" => 0.06297312708827126, "wp" => 6.259375959880561e-5);Dict("m" => 0.8576325280763575, "w0" => 0.48139963803045527, "wp" => 0.3722788424252539);1.561359675
1.0;4.0;2.0;80.0;100.0;0.25;Dict("m" => 0.06602860012515818, "w0" => 0.07044655825389079, "wp" => 6.293811408677426e-7);Dict("m" => 0.9743686816804931, "w0" => 0.3873752699575794, "wp" => 0.0032117808495299403);2.181019443
1.0;4.0;2.0;80.0;100.0;0.3;Dict("m" => 0.0055341403369383625, "w0" => 0.07164688611234415, "wp" => 1.9086062757250215e-9);Dict("m" => 0.9630682553463648, "w0" => 0.041988509912396776, "wp" => 9.503440015355727e-6);3.609207933
1.0;4.0;2.0;80.0;100.0;0.35;Dict("m" => 0.0010361545871425105, "w0" => 0.058666857251735066, "wp" => 3.274650650779518e-6);Dict("m" => 0.8263102929250931, "w0" => 0.018867118923432402, "wp" => 0.021360615563206967);2.036310698
