t;U;V;Lx;β;δ;v;Q;ΔT;μ
2.0;2.0;0.0;128.0;100.0;0.0;Dict("m" => 0.0022563288478061436, "w0" => 0.10131000480950368, "wp" => 0.0);Dict("m" => 0.9730011347735016, "w0" => 0.0003333896562984773, "wp" => 5.845799513593424e-15);0.508866727;0.0
2.0;2.0;0.0;128.0;100.0;0.05;Dict("m" => 2.9449527026997983e-5, "w0" => 0.10080667578302263, "wp" => 0.0);Dict("m" => 0.9601297789205123, "w0" => 0.001011187867050456, "wp" => 0.011009153105069417);6.286385558;0.3640957717409023
2.0;2.0;0.0;128.0;100.0;0.1;Dict("m" => 1.011819884315679e-5, "w0" => 0.0989429810426362, "wp" => 0.0);Dict("m" => 0.5945675231092881, "w0" => 0.4388137776351053, "wp" => 0.3374280845351884);5.186313119;0.8556089572302841
2.0;2.0;0.0;128.0;100.0;0.15;Dict("m" => 8.2412880239252e-6, "w0" => 0.09537901435958679, "wp" => 0.0);Dict("m" => 0.7369469870357814, "w0" => 0.050922281299714545, "wp" => 0.33383046813557316);4.535092997;1.4443843706715334
2.0;2.0;0.0;128.0;100.0;0.2;Dict("m" => 5.116178304415935e-6, "w0" => 0.08983615679040598, "wp" => 0.0);Dict("m" => 0.6590198761787351, "w0" => 0.12403029440291591, "wp" => 0.15029433078761573);4.842476229;2.1141256798212815
2.0;2.0;0.0;128.0;100.0;0.25;Dict("m" => 2.970219738224129e-6, "w0" => 0.08205080897193928, "wp" => 0.0);Dict("m" => 0.5435866673704962, "w0" => 0.015241093445916842, "wp" => 0.31817959886175917);4.434894474;2.8712445000560347
2.0;2.0;0.0;128.0;100.0;0.3;Dict("m" => 3.7002054343402563e-6, "w0" => 0.07175278477761601, "wp" => 0.0);Dict("m" => 0.9752933484894553, "w0" => 0.7778638038688501, "wp" => 0.9955304449879298);4.275459355;3.7317315297832288
2.0;2.0;0.0;128.0;100.0;0.35;Dict("m" => 9.318572769069818e-8, "w0" => 0.058678079681757214, "wp" => 0.0);Dict("m" => 0.037022289237726186, "w0" => 0.7777755604690406, "wp" => 0.8373319830038042);4.39602814;4.661908675938151
2.0;2.0;0.0;128.0;100.0;0.4;Dict("m" => 2.5976511887060707e-7, "w0" => 0.04254847076345249, "wp" => 0.0);Dict("m" => 0.17252592890149482, "w0" => 0.875426010598368, "wp" => 0.7001771778479782);4.562554755;5.67642893411298
2.0;2.0;0.0;128.0;100.0;0.45;Dict("m" => 4.5858664601609895e-8, "w0" => 0.023086790309112478, "wp" => 0.0);Dict("m" => 0.06714875768451319, "w0" => 0.17418952457663034, "wp" => 0.5600836052152998);4.692289366;6.7946069728328915
2.0;4.0;0.0;128.0;100.0;0.0;Dict("m" => 0.030226997655749745, "w0" => 0.1011309137798761, "wp" => 0.0);Dict("m" => 0.9607897653392607, "w0" => 0.014643140696379842, "wp" => 3.0727168806835442e-6);0.215086497;0.0
2.0;4.0;0.0;128.0;100.0;0.05;Dict("m" => 8.484192421965167e-5, "w0" => 0.10080667240696352, "wp" => 0.0);Dict("m" => 0.9588227667794151, "w0" => 0.00018773417334583264, "wp" => 7.987525263996643e-5);8.644585828;0.3640963995878875
2.0;4.0;0.0;128.0;100.0;0.1;Dict("m" => 3.1316137346228455e-5, "w0" => 0.0989429802875162, "wp" => 0.0);Dict("m" => 0.7635217535141461, "w0" => 0.03238080487369399, "wp" => 0.024444673676886748);6.584181083;0.8556090539905323
