x;t;U;Lx;β;δ;v;Q;ΔT;μ
17.0;0.5882352941176471;10.0;128.0;100.0;0.4;Dict("m" => 2.624670720855359e-5);Dict("m" => 0.7782146310023089);1.149653484;1.6703878207066545
17.0;0.5882352941176471;10.0;128.0;100.0;0.45;Dict("m" => 7.3046406839993725e-6);Dict("m" => 0.5602700333556856);0.547752912;1.9978259250827861
17.5;0.5714285714285714;10.0;128.0;100.0;0.0;Dict("m" => 0.22708203390345055);Dict("m" => 0.8180027483295493);0.031876588;0.0
17.5;0.5714285714285714;10.0;128.0;100.0;0.05;Dict("m" => 0.19686796702437878);Dict("m" => 0.6106224883908884);1.306019106;1.971489690543018
17.5;0.5714285714285714;10.0;128.0;100.0;0.1;Dict("m" => 0.16428954490947495);Dict("m" => 0.8235337852452451);1.378165505;1.6664554330331536
17.5;0.5714285714285714;10.0;128.0;100.0;0.15;Dict("m" => 0.12727508859985476);Dict("m" => 0.8620098331113546);1.448301257;1.3403965264458038
17.5;0.5714285714285714;10.0;128.0;100.0;0.2;Dict("m" => 0.07996121291364157);Dict("m" => 0.8924087490647103);2.256088297;1.0039723195131058
17.5;0.5714285714285714;10.0;128.0;100.0;0.25;Dict("m" => 0.0009628657442208838);Dict("m" => 0.9886087238138586);6.692409486;0.8223554991499411
17.5;0.5714285714285714;10.0;128.0;100.0;0.3;Dict("m" => 0.00015777534148317008);Dict("m" => 0.8882752063761646);2.413223165;1.0650139241108922
17.5;0.5714285714285714;10.0;128.0;100.0;0.35;Dict("m" => 5.442381053051132e-5);Dict("m" => 0.7221889237070069);1.737081687;1.3308152994974334
17.5;0.5714285714285714;10.0;128.0;100.0;0.4;Dict("m" => 3.394495717627974e-5);Dict("m" => 0.9679992351323533);0.969252971;1.6226689257591391
17.5;0.5714285714285714;10.0;128.0;100.0;0.45;Dict("m" => 1.2317505367136332e-5);Dict("m" => 0.9142312899349238);0.656542483;1.9407365792147449
18.0;0.5555555555555556;10.0;128.0;100.0;0.0;Dict("m" => 0.22819384980894622);Dict("m" => 0.7098905496097374);0.029886931;0.0
18.0;0.5555555555555556;10.0;128.0;100.0;0.05;Dict("m" => 0.19824142317223456);Dict("m" => 0.8766769137577568);1.635061701;1.9850494242499623
18.0;0.5555555555555556;10.0;128.0;100.0;0.1;Dict("m" => 0.1660416647084152);Dict("m" => 0.6642929419148347);1.410272666;1.6826932749503114
18.0;0.5555555555555556;10.0;128.0;100.0;0.15;Dict("m" => 0.1296093502059329);Dict("m" => 0.8706628448379439);1.165086366;1.3577189684072832
18.0;0.5555555555555556;10.0;128.0;100.0;0.2;Dict("m" => 0.08411034250237191);Dict("m" => 0.8224980546148175);2.252118617;1.0276570143711201
18.0;0.5555555555555556;10.0;128.0;100.0;0.25;Dict("m" => 0.0013699113187502102);Dict("m" => 0.9872623077552861);3.977908792;0.7996195778117903
18.0;0.5555555555555556;10.0;128.0;100.0;0.3;Dict("m" => 0.0001885407882821909);Dict("m" => 0.9795923775928527);2.584180851;1.0353979490720695
18.0;0.5555555555555556;10.0;128.0;100.0;0.35;Dict("m" => 5.719562860815298e-5);Dict("m" => 0.7219841695407933);1.785592027;1.2938556437811346
18.0;0.5555555555555556;10.0;128.0;100.0;0.4;Dict("m" => 3.251626042449334e-5);Dict("m" => 0.8924547577354726);1.295122256;1.577600260305751
18.0;0.5555555555555556;10.0;128.0;100.0;0.45;Dict("m" => 1.0241201608145154e-5);Dict("m" => 0.736151006201163);1.048873697;1.8868196424772297
18.5;0.5405405405405406;10.0;128.0;100.0;0.0;Dict("m" => 0.22923360176530375);Dict("m" => 0.8628390734596869);0.033823103;0.0
18.5;0.5405405405405406;10.0;128.0;100.0;0.05;Dict("m" => 0.19951250997754208);Dict("m" => 0.7940115377194634);1.153075065;1.9972597679092852
18.5;0.5405405405405406;10.0;128.0;100.0;0.1;Dict("m" => 0.16768774477988516);Dict("m" => 0.9813849322873325);1.140793597;1.6984327990666028
18.5;0.5405405405405406;10.0;128.0;100.0;0.15;Dict("m" => 0.1319924178251809);Dict("m" => 0.9672065983995504);1.434573937;1.379348264060004
18.5;0.5405405405405406;10.0;128.0;100.0;0.2;Dict("m" => 0.08786174848907274);Dict("m" => 0.8370069672453129);1.898239428;1.0499393806551
18.5;0.5405405405405406;10.0;128.0;100.0;0.25;Dict("m" => 0.004643238996853886);Dict("m" => 1.9936263558164613);7.821813129;0.7793600582463445
18.5;0.5405405405405406;10.0;128.0;100.0;0.3;Dict("m" => 0.00018765624330589813);Dict("m" => 0.8978914856149773);2.633577596;1.0073837990983598
18.5;0.5405405405405406;10.0;128.0;100.0;0.35;Dict("m" => 8.014557872717481e-5);Dict("m" => 0.9626575194966306);1.750852164;1.2588943827555483
18.5;0.5405405405405406;10.0;128.0;100.0;0.4;Dict("m" => 2.4730466373986652e-5);Dict("m" => 0.6537235944347193);1.400792088;1.5349671122924562
18.5;0.5405405405405406;10.0;128.0;100.0;0.45;Dict("m" => 9.683843857903773e-6);Dict("m" => 0.6746443930277732);0.9390282;1.8358181324951683
19.0;0.5263157894736842;10.0;128.0;100.0;0.0;Dict("m" => 0.23019962858759235);Dict("m" => 0.7793945633616239);0.031795497;0.0
19.0;0.5263157894736842;10.0;128.0;100.0;0.05;Dict("m" => 0.20070328865852996);Dict("m" => 0.9510509702129188);1.488236021;2.008925364388736
19.0;0.5263157894736842;10.0;128.0;100.0;0.1;Dict("m" => 0.16915331992257732);Dict("m" => 0.7432596854539675);1.020583256;1.7104299189646734
19.0;0.5263157894736842;10.0;128.0;100.0;0.15;Dict("m" => 0.13407559560089352);Dict("m" => 0.7064910834533866);1.467175894;1.3964506054219483
19.0;0.5263157894736842;10.0;128.0;100.0;0.2;Dict("m" => 0.0912722146243882);Dict("m" => 0.9169442039719256);1.869432287;1.070888925801345
19.0;0.5263157894736842;10.0;128.0;100.0;0.25;Dict("m" => 0.010636471593094138);Dict("m" => 2.1237370186532636);8.211511823;0.7650696466903742
19.0;0.5263157894736842;10.0;128.0;100.0;0.3;Dict("m" => 0.00020843097422909744);Dict("m" => 0.9161603445249306);3.031473718;0.9808470291496635
19.0;0.5263157894736842;10.0;128.0;100.0;0.35;Dict("m" => 7.1891275889713e-5);Dict("m" => 0.8218493601405445);1.79593388;1.22577233954322
19.0;0.5263157894736842;10.0;128.0;100.0;0.4;Dict("m" => 3.324618309799557e-5);Dict("m" => 0.8469379730418972);1.362518705;1.4945778185144727
19.0;0.5263157894736842;10.0;128.0;100.0;0.45;Dict("m" => 1.4102863681282373e-5);Dict("m" => 0.9529193660576236);1.128933223;1.7875019520256843
19.5;0.5128205128205128;10.0;128.0;100.0;0.0;Dict("m" => 0.23108130747850428);Dict("m" => 0.6971775726802298);0.032948344;0.0
19.5;0.5128205128205128;10.0;128.0;100.0;0.05;Dict("m" => 0.2018084489040867);Dict("m" => 0.7741586522527766);0.874808255;2.019420149079247
19.5;0.5128205128205128;10.0;128.0;100.0;0.1;Dict("m" => 0.17063072088666778);Dict("m" => 0.997179309328855);1.160673564;1.7260399492483067
19.5;0.5128205128205128;10.0;128.0;100.0;0.15;Dict("m" => 0.13602650384073994);Dict("m" => 0.7254983953133842);1.515295651;1.4128592203061574
19.5;0.5128205128205128;10.0;128.0;100.0;0.2;Dict("m" => 0.09436874205947662);Dict("m" => 0.8954031212274338);1.842911971;1.0902907633875856
19.5;0.5128205128205128;10.0;128.0;100.0;0.25;Dict("m" => 0.020355540443487637);Dict("m" => 1.3135681075227001);7.912946939;0.7658669421560003
19.5;0.5128205128205128;10.0;128.0;100.0;0.3;Dict("m" => 0.00023346307221041703);Dict("m" => 0.9399714579038632);3.044063838;0.9556733487464908
19.5;0.5128205128205128;10.0;128.0;100.0;0.35;Dict("m" => 6.950340344390121e-5);Dict("m" => 0.7563379723001165);1.552154006;1.1943489731448826
19.5;0.5128205128205128;10.0;128.0;100.0;0.4;Dict("m" => 3.3365031781886953e-5);Dict("m" => 0.8196027712644433);1.338746983;1.4562592518766286
19.5;0.5128205128205128;10.0;128.0;100.0;0.45;Dict("m" => 1.2339370130400494e-5);Dict("m" => 0.8092029539510189);1.0914725;1.7416640356628452
20.0;0.5;10.0;128.0;100.0;0.0;Dict("m" => 0.2319451294613517);Dict("m" => 0.5793842272383554);0.026633366;0.0
20.0;0.5;10.0;128.0;100.0;0.05;Dict("m" => 0.20284887404073634);Dict("m" => 0.9404112076885629);1.476016236;2.029625883204364
20.0;0.5;10.0;128.0;100.0;0.1;Dict("m" => 0.1719463689578064);Dict("m" => 0.628054374701148);1.328901353;1.738008742676475
20.0;0.5;10.0;128.0;100.0;0.15;Dict("m" => 0.13784572289169073);Dict("m" => 0.8139076035462711);1.48094506;1.4283335494597655
20.0;0.5;10.0;128.0;100.0;0.2;Dict("m" => 0.0972103972912029);Dict("m" => 0.9136715718699451);1.672823695;1.1085404757273167
20.0;0.5;10.0;128.0;100.0;0.25;Dict("m" => 0.03055205093874553);Dict("m" => 0.9769278195691927);6.277274964;0.7823220179376821
20.0;0.5;10.0;128.0;100.0;0.3;Dict("m" => 0.00026158424823734765);Dict("m" => 0.9614197206721637);3.365335093;0.9317604663757618
20.0;0.5;10.0;128.0;100.0;0.35;Dict("m" => 7.809198354642704e-5);Dict("m" => 0.8090100144416251);1.726492739;1.1644969814691644
20.0;0.5;10.0;128.0;100.0;0.4;Dict("m" => 2.7792938018034063e-5);Dict("m" => 0.6586979242417336);1.350848216;1.419856216352919
20.0;0.5;10.0;128.0;100.0;0.45;Dict("m" => 1.0380115092404581e-5);Dict("m" => 0.6610905434452046);1.121560785;1.6981187025731148
