# U, t, Lx, β, δ, m, Q, ΔT [calculated @ 2025-08-07T11:47:41.273]
2.5,0.4,32.0,50.0,0.2,0.00010268759252728513,0.9088541449509692,0.176845566
2.5,0.4,32.0,50.0,0.25,5.2370958477829137e-5,0.8647869382817006,0.134250567
2.5,0.4,32.0,50.0,0.3,2.4234449816664292e-5,0.6511219629150223,0.117643773
2.5,0.4,32.0,50.0,0.35,2.0559062554097255e-5,0.8641534630882736,0.098992382
2.5,0.4,32.0,50.0,0.4,1.3804858674111197e-5,0.9220371710961047,0.082678006
2.5,0.4,32.0,50.0,0.45,8.48252276103269e-6,0.9719069848336428,0.06459729
2.5,0.4,32.0,50.0,0.5,0.0,0.0,0.003538235
2.5,0.4,32.0,Inf,0.0,0.24041174433706772,0.8403783792618191,0.167543644
2.5,0.4,32.0,Inf,0.05,0.24042354896367407,0.9604685912745214,0.157914009
2.5,0.4,32.0,Inf,0.1,0.1373038986061442,0.46033289458929927,0.137100894
2.5,0.4,32.0,Inf,0.15,0.00030503264097964133,0.9322668372917577,0.328600416
2.5,0.4,32.0,Inf,0.2,8.730804363182936e-5,0.8071318889103634,0.17785833
2.5,0.4,32.0,Inf,0.25,5.0413587125735894e-5,0.845557993792921,0.134588461
2.5,0.4,32.0,Inf,0.3,3.633077206412175e-5,0.9943412894177218,0.106654991
2.5,0.4,32.0,Inf,0.35,1.91270488398133e-5,0.823632845137381,0.096668649
2.5,0.4,32.0,Inf,0.4,1.3075378990260386e-5,0.9042403470245498,0.083833848
2.5,0.4,32.0,Inf,0.45,8.473501624816095e-6,0.9744934428348199,0.063871661
2.5,0.4,32.0,Inf,0.5,0.0,0.0,0.003426721
2.5,0.4,64.0,0.1,0.0,2.100187400097979e-6,0.820056744939804,0.363169129
2.5,0.4,64.0,0.1,0.05,1.8787525478350432e-6,0.7370656373342188,0.321854613
2.5,0.4,64.0,0.1,0.1,1.6181830682890015e-6,0.6506753455052943,0.350746253
2.5,0.4,64.0,0.1,0.15,1.3355335524464377e-6,0.5623021354758989,0.329984609
2.5,0.4,64.0,0.1,0.2,2.0515200150629473e-6,0.9266653101615233,0.314457503
2.5,0.4,64.0,0.1,0.25,1.5141672229454359e-6,0.7556881919193043,0.321959951
2.5,0.4,64.0,0.1,0.3,1.0271631056253803e-6,0.5885588473294452,0.332388795
2.5,0.4,64.0,0.1,0.35,1.2133578008019872e-6,0.8430602935748337,0.318598913
2.5,0.4,64.0,0.1,0.4,5.903996334836421e-7,0.5433202979477565,0.331052046
2.5,0.4,64.0,0.1,0.45,3.5744494163500613e-7,0.5191428800542136,0.316296351
2.5,0.4,64.0,0.1,0.5,0.0,0.0,0.023787907
2.5,0.4,64.0,1.0,0.0,2.110483424504151e-5,0.6752483904278117,0.468607818
2.5,0.4,64.0,1.0,0.05,3.0031741828138727e-5,0.9675412588565543,0.466678752
2.5,0.4,64.0,1.0,0.1,2.3789019133414083e-5,0.7944275944363811,0.464591155
2.5,0.4,64.0,1.0,0.15,2.7683143159792295e-5,0.9875477505186784,0.442106214
2.5,0.4,64.0,1.0,0.2,1.769266141488132e-5,0.6965026053552965,0.430861017
2.5,0.4,64.0,1.0,0.25,1.6885351259956748e-5,0.7611610504136989,0.375113516
2.5,0.4,64.0,1.0,0.3,1.4544415841049151e-5,0.7853406680776418,0.346905699
2.5,0.4,64.0,1.0,0.35,1.1007466377812403e-5,0.756287691251009,0.355121479
2.5,0.4,64.0,1.0,0.4,6.798972037056538e-6,0.6523836714689527,0.325216469
2.5,0.4,64.0,1.0,0.45,5.072459515162733e-6,0.8131525194756957,0.28935564
2.5,0.4,64.0,1.0,0.5,0.0,0.0,0.017165009
2.5,0.4,64.0,10.0,0.0,0.17638392979865516,0.9852804382512459,1.135633629
2.5,0.4,64.0,10.0,0.05,0.13826696352463524,0.956782984049831,1.375212162
2.5,0.4,64.0,10.0,0.1,0.002360932373408358,1.915989284883659,2.641781649
2.5,0.4,64.0,10.0,0.15,0.0002169502322784615,0.9476177808755546,1.162558441
2.5,0.4,64.0,10.0,0.2,8.323855969171267e-5,0.8642204490974343,0.707696133
2.5,0.4,64.0,10.0,0.25,4.080589014442682e-5,0.7922537494330094,0.520143308
2.5,0.4,64.0,10.0,0.3,2.0961430077088117e-5,0.6811272837397327,0.438674501
2.5,0.4,64.0,10.0,0.35,1.167123362391133e-5,0.6128831034026536,0.445767076
2.5,0.4,64.0,10.0,0.4,8.053596243367261e-6,0.7058094681164128,0.383843923
2.5,0.4,64.0,10.0,0.45,4.755308314930234e-6,0.7968965777438033,0.305183164
2.5,0.4,64.0,10.0,0.5,0.0,0.0,0.020468687
2.5,0.4,64.0,50.0,0.0,0.21944963094533376,0.9797686692158969,0.715378648
2.5,0.4,64.0,50.0,0.05,0.17559938616396661,0.9755625089363784,0.780908918
2.5,0.4,64.0,50.0,0.1,0.004197529393348054,2.592356242006825,2.571539575
2.5,0.4,64.0,50.0,0.15,0.0001326492032559126,0.846329138185313,0.870642746
2.5,0.4,64.0,50.0,0.2,7.42311867703219e-5,0.9872208122461905,0.586164004
2.5,0.4,64.0,50.0,0.25,3.6383064006023755e-5,0.815936684246883,0.4949293
2.5,0.4,64.0,50.0,0.3,2.6447256316656152e-5,0.936362984621592,0.408739499
2.5,0.4,64.0,50.0,0.35,1.7605915983509716e-5,0.9792588420660827,0.362131405
2.5,0.4,64.0,50.0,0.4,7.385689649843007e-6,0.6777163786814754,0.323557587
2.5,0.4,64.0,50.0,0.45,4.454212240524129e-6,0.7811657253833085,0.26948877
2.5,0.4,64.0,50.0,0.5,0.0,0.0,0.017932136
2.5,0.4,64.0,Inf,0.0,0.24040920196407206,0.8408466390646963,0.611186441
2.5,0.4,64.0,Inf,0.05,0.1875545886053591,0.7500169002114254,1.24430415
2.5,0.4,64.0,Inf,0.1,0.0009271014666153041,0.9635859084969712,2.456095826
2.5,0.4,64.0,Inf,0.15,0.00014584292781293247,0.9548097241496842,0.814848111
2.5,0.4,64.0,Inf,0.2,7.065153696223761e-5,0.9521408863643116,0.57540468
2.5,0.4,64.0,Inf,0.25,3.5608501297679984e-5,0.8038750353748821,0.470125398
2.5,0.4,64.0,Inf,0.3,2.621119561457196e-5,0.9309030930541852,0.394751131
2.5,0.4,64.0,Inf,0.35,1.7281068942604717e-5,0.9707498554196046,0.334687623
2.5,0.4,64.0,Inf,0.4,7.21471393790375e-6,0.6750847631294724,0.288105037
2.5,0.4,64.0,Inf,0.45,4.366941303908133e-6,0.7847430057245641,0.246428152
2.5,0.4,64.0,Inf,0.5,0.0,0.0,0.017566157
2.5,0.4,128.0,0.1,0.0,2.101540054958598e-6,0.8201735096086747,1.345313215
2.5,0.4,128.0,0.1,0.05,1.8730834321350013e-6,0.7365754210520964,1.237660757
2.5,0.4,128.0,0.1,0.1,1.606064091536954e-6,0.6496196909781806,1.288936465
2.5,0.4,128.0,0.1,0.15,1.3181339746025396e-6,0.5607666127893642,1.329969961
2.5,0.4,128.0,0.1,0.2,2.011062493978803e-6,0.9232750361839454,1.261102246
2.5,0.4,128.0,0.1,0.25,1.4705220947460573e-6,0.7519425998185937,1.253212852
2.5,0.4,128.0,0.1,0.3,9.845763678225916e-7,0.5847928364397622,1.312968868
2.5,0.4,128.0,0.1,0.35,1.140776438068517e-6,0.8369377401154389,1.255445326
2.5,0.4,128.0,0.1,0.4,5.357308367476251e-7,0.5385149778591701,1.331775105
2.5,0.4,128.0,0.1,0.45,2.98309041170977e-7,0.514204127637661,1.236737517
2.5,0.4,128.0,0.1,0.5,0.0,0.0,0.113488248
2.5,0.4,128.0,1.0,0.0,2.1157813538146115e-5,0.6764457995548397,1.765630292
2.5,0.4,128.0,1.0,0.05,2.969230201837494e-5,0.9599533933904083,1.756251186
2.5,0.4,128.0,1.0,0.1,2.3129863126164466e-5,0.7791828027370719,1.818234823
2.5,0.4,128.0,1.0,0.15,2.6443027178539835e-5,0.9577209299571207,1.729867611
2.5,0.4,128.0,1.0,0.2,1.6527870002351827e-5,0.6659058340204603,1.68476862
2.5,0.4,128.0,1.0,0.25,1.5431244685027558e-5,0.7192813822460268,1.415271921
2.5,0.4,128.0,1.0,0.3,1.296751555306017e-5,0.7341805786720712,1.364400894
2.5,0.4,128.0,1.0,0.35,9.522229277333635e-6,0.7003659445935076,1.297174001
2.5,0.4,128.0,1.0,0.4,5.629417555058077e-6,0.5994762903784768,1.247029987
2.5,0.4,128.0,1.0,0.45,3.870670218595475e-6,0.7497636059210419,1.00786799
2.5,0.4,128.0,1.0,0.5,0.0,0.0,0.073408858
2.5,0.4,128.0,10.0,0.0,0.1812440467442997,0.948932084661458,4.42338976
2.5,0.4,128.0,10.0,0.05,0.11700247052335926,0.9769740669653137,6.652308718
2.5,0.4,128.0,10.0,0.1,0.0006676338327882,0.9629663754116694,8.272391515
2.5,0.4,128.0,10.0,0.15,0.00015144378620499186,0.8553686331054037,3.639926211
2.5,0.4,128.0,10.0,0.2,6.888655947798361e-5,0.8588673504653827,2.369216963
2.5,0.4,128.0,10.0,0.25,3.599020296335996e-5,0.8088707133060447,1.909371795
2.5,0.4,128.0,10.0,0.3,2.3255033594564244e-5,0.8611517431595346,1.587625155
2.5,0.4,128.0,10.0,0.35,1.4844790151060396e-5,0.8899934756782951,1.395809594
2.5,0.4,128.0,10.0,0.4,6.0397410851176036e-6,0.618380683639108,1.413834142
2.5,0.4,128.0,10.0,0.45,3.4413638344680455e-6,0.7257960394209352,1.097537994
2.5,0.4,128.0,10.0,0.5,0.0,0.0,0.074910479
2.5,0.4,128.0,50.0,0.0,0.22953609245711368,0.7972978590509161,2.552365915
2.5,0.4,128.0,50.0,0.05,0.15204666994796295,0.9765551771040437,3.412448027
2.5,0.4,128.0,50.0,0.1,0.00046140207993426133,0.9791993667169194,6.426509062
2.5,0.4,128.0,50.0,0.15,0.00010488209317430531,0.8497755988373789,3.117894862
2.5,0.4,128.0,50.0,0.2,5.5440516444513264e-5,0.8593936612334357,2.245342924
2.5,0.4,128.0,50.0,0.25,3.607778686702637e-5,0.9187717484875041,1.933599809
2.5,0.4,128.0,50.0,0.3,1.8771947676396175e-5,0.7499644919873928,1.644716962
2.5,0.4,128.0,50.0,0.35,1.3187080279237538e-5,0.8337189208502073,1.475081174
2.5,0.4,128.0,50.0,0.4,5.5735949417460154e-6,0.5968293111964658,1.229275875
2.5,0.4,128.0,50.0,0.45,3.227215285114232e-6,0.7135370688877023,1.01108053
2.5,0.4,128.0,50.0,0.5,0.0,0.0,0.072664279
2.5,0.4,128.0,Inf,0.0,0.24040920187561451,0.8408466665291159,2.377891799
2.5,0.4,128.0,Inf,0.05,0.1519638252136275,0.9925232830984565,3.764907532
2.5,0.4,128.0,Inf,0.1,0.0004035293200628586,0.9795734842461172,5.805326345
2.5,0.4,128.0,Inf,0.15,9.569476723735862e-5,0.7899520003629297,2.878785071
2.5,0.4,128.0,Inf,0.2,5.394118607522641e-5,0.8395621940400729,2.150709721
2.5,0.4,128.0,Inf,0.25,3.568735705877152e-5,0.9116204383686198,1.706398166
2.5,0.4,128.0,Inf,0.3,1.8593457934904528e-5,0.7453808256921753,1.613558015
2.5,0.4,128.0,Inf,0.35,1.3120990408865426e-5,0.8313834630666899,1.327475825
2.5,0.4,128.0,Inf,0.4,5.545630706605986e-6,0.5946140079111495,1.118661189
2.5,0.4,128.0,Inf,0.45,3.2086576499379406e-6,0.7126537115118178,0.964052354
2.5,0.4,128.0,Inf,0.5,0.0,0.0,0.067940945
3.0,0.3333333333333333,32.0,0.1,0.0,2.094443979549422e-6,0.8195607709625711,0.078580501
3.0,0.3333333333333333,32.0,0.1,0.05,1.8879655327384417e-6,0.7378616044612529,0.091606783
3.0,0.3333333333333333,32.0,0.1,0.1,1.6413189991544326e-6,0.6526859268656566,0.081758201
3.0,0.3333333333333333,32.0,0.1,0.15,1.370276996497014e-6,0.5653557048256063,0.088351214
3.0,0.3333333333333333,32.0,0.1,0.2,2.134129681287345e-6,0.9335474277186232,0.077853358
3.0,0.3333333333333333,32.0,0.1,0.25,1.6046522303467577e-6,0.763390682076614,0.079943195
3.0,0.3333333333333333,32.0,0.1,0.3,1.1165060093119581e-6,0.5963749761115757,0.084221402
3.0,0.3333333333333333,32.0,0.1,0.35,1.3668970918303114e-6,0.8558442655101985,0.080686058
3.0,0.3333333333333333,32.0,0.1,0.4,7.070994462061233e-7,0.5534115437119616,0.083681259
3.0,0.3333333333333333,32.0,0.1,0.45,4.844143547584307e-7,0.529548453579176,0.080836323
3.0,0.3333333333333333,32.0,0.1,0.5,0.0,0.0,0.005076903
3.0,0.3333333333333333,32.0,1.0,0.0,2.2184274985813518e-5,0.6994185115084173,0.119910841
3.0,0.3333333333333333,32.0,1.0,0.05,2.010725381072922e-5,0.6328431438729423,0.127076803
3.0,0.3333333333333333,32.0,1.0,0.1,2.6631185698762265e-5,0.8588245030299786,0.117548054
3.0,0.3333333333333333,32.0,1.0,0.15,1.9769786282769495e-5,0.6710322659108062,0.117443797
3.0,0.3333333333333333,32.0,1.0,0.2,2.1686637166186117e-5,0.7972643771725312,0.111864158
3.0,0.3333333333333333,32.0,1.0,0.25,2.1736274711090664e-5,0.8936096208221075,0.106509495
3.0,0.3333333333333333,32.0,1.0,0.3,1.975073108542333e-5,0.9430241750656513,0.091511175
3.0,0.3333333333333333,32.0,1.0,0.35,1.5889157429069777e-5,0.92474496208288,0.086601922
3.0,0.3333333333333333,32.0,1.0,0.4,1.0624483525161323e-5,0.8074426835950534,0.081262869
3.0,0.3333333333333333,32.0,1.0,0.45,8.885415334333626e-6,0.9891512683516023,0.066871804
3.0,0.3333333333333333,32.0,1.0,0.5,0.0,0.0,0.004292288
3.0,0.3333333333333333,32.0,10.0,0.0,0.22428170917289206,0.960376838610999,0.20722607
3.0,0.3333333333333333,32.0,10.0,0.05,0.23248659036967642,0.9577110458705573,0.206344629
3.0,0.3333333333333333,32.0,10.0,0.1,0.1515542236624614,0.9428970411973214,0.29533018
3.0,0.3333333333333333,32.0,10.0,0.15,0.006513777494193324,3.510743559240071,0.649645215
3.0,0.3333333333333333,32.0,10.0,0.2,0.0002662123800724432,0.9951435414382502,0.28883564
3.0,0.3333333333333333,32.0,10.0,0.25,0.00010073671478857655,0.9104403977403448,0.177985728
3.0,0.3333333333333333,32.0,10.0,0.3,5.18304594466252e-5,0.8927549314715043,0.129228902
3.0,0.3333333333333333,32.0,10.0,0.35,3.348319249469527e-5,0.9927212720496595,0.10691653
3.0,0.3333333333333333,32.0,10.0,0.4,1.529830702682924e-5,0.7602017460813305,0.091034657
3.0,0.3333333333333333,32.0,10.0,0.45,7.3061119489395255e-6,0.6403652898031668,0.0799667
3.0,0.3333333333333333,32.0,10.0,0.5,0.0,0.0,0.00379421
3.0,0.3333333333333333,32.0,50.0,0.0,0.2454229794376922,0.8128712501437318,0.159994666
3.0,0.3333333333333333,32.0,50.0,0.05,0.2546271587036783,0.7684810005936793,0.153549945
3.0,0.3333333333333333,32.0,50.0,0.1,0.1759533473891876,0.8145228837957985,0.20138458
3.0,0.3333333333333333,32.0,50.0,0.15,0.0077683519337601765,3.57854582057936,0.82009166
3.0,0.3333333333333333,32.0,50.0,0.2,0.00017592326775409093,0.9951643013778426,0.279422685
3.0,0.3333333333333333,32.0,50.0,0.25,6.927127113308232e-5,0.8349194867145086,0.192226001
3.0,0.3333333333333333,32.0,50.0,0.3,3.918091086286354e-5,0.8105405930750484,0.14797619
3.0,0.3333333333333333,32.0,50.0,0.35,2.3688812419150865e-5,0.7895245356505771,0.109927496
3.0,0.3333333333333333,32.0,50.0,0.4,1.2606809524828472e-5,0.6801118335683969,0.090171408
3.0,0.3333333333333333,32.0,50.0,0.45,6.4731112054852e-6,0.606915283029252,0.075575339
3.0,0.3333333333333333,32.0,50.0,0.5,0.0,0.0,0.007187132
3.0,0.3333333333333333,32.0,Inf,0.0,0.2830817375688159,0.7374061189541203,0.137788021
3.0,0.3333333333333333,32.0,Inf,0.05,0.2830891087650903,0.8282013188432025,0.137636173
3.0,0.3333333333333333,32.0,Inf,0.1,0.18884600411936422,2.091703027599645,0.621510264
3.0,0.3333333333333333,32.0,Inf,0.15,0.0018615268448306495,1.639255734342559,0.615839697
3.0,0.3333333333333333,32.0,Inf,0.2,0.00013596387330844508,0.8208418746777837,0.216770551
3.0,0.3333333333333333,32.0,Inf,0.25,6.433632002425815e-5,0.7920027814733552,0.146248829
3.0,0.3333333333333333,32.0,Inf,0.3,3.8087357726705486e-5,0.7753659641061218,0.118573736
3.0,0.3333333333333333,32.0,Inf,0.35,2.18808279545901e-5,0.7487100872706244,0.0993458
3.0,0.3333333333333333,32.0,Inf,0.4,1.2011212281288814e-5,0.6587359390555144,0.084800711
3.0,0.3333333333333333,32.0,Inf,0.45,6.454092247388963e-6,0.6077862215315175,0.074605249
3.0,0.3333333333333333,32.0,Inf,0.5,0.0,0.0,0.003507932
3.0,0.3333333333333333,64.0,0.1,0.0,2.1006380221157732e-6,0.8200956424879355,0.337665549
3.0,0.3333333333333333,64.0,0.1,0.05,1.8791604825804227e-6,0.7371008972416833,0.308231405
3.0,0.3333333333333333,64.0,0.1,0.1,1.618555647901757e-6,0.6507077713433228,0.324122115
3.0,0.3333333333333333,64.0,0.1,0.15,1.335872132580572e-6,0.562331972441358,0.328981355
3.0,0.3333333333333333,64.0,0.1,0.2,2.052097470789636e-6,0.9267136036283794,0.311985878
3.0,0.3333333333333333,64.0,0.1,0.25,1.5146552769749062e-6,0.7557299625965936,0.316521918
3.0,0.3333333333333333,64.0,0.1,0.3,1.0275435304320644e-6,0.5885923691282868,0.337059071
3.0,0.3333333333333333,64.0,0.1,0.35,1.2138661324035946e-6,0.843102989973078,0.323043788
3.0,0.3333333333333333,64.0,0.1,0.4,5.906811829659897e-7,0.5433449134885211,0.321471254
3.0,0.3333333333333333,64.0,0.1,0.45,3.57635649883633e-7,0.5191587092983697,0.309280151
3.0,0.3333333333333333,64.0,0.1,0.5,0.0,0.0,0.023167346
3.0,0.3333333333333333,64.0,1.0,0.0,2.2431230903505283e-5,0.7049203387873495,0.456062536
3.0,0.3333333333333333,64.0,1.0,0.05,1.9754869875783873e-5,0.6249767839847824,0.469147105
3.0,0.3333333333333333,64.0,1.0,0.1,2.5324218316737823e-5,0.8294345769867686,0.451490742
3.0,0.3333333333333333,64.0,1.0,0.15,1.8066621283694382e-5,0.6307395870014015,0.4569816
3.0,0.3333333333333333,64.0,1.0,0.2,1.902489295522264e-5,0.7307633548324642,0.434669713
3.0,0.3333333333333333,64.0,1.0,0.25,1.823431859098027e-5,0.7990187237431282,0.415231766
3.0,0.3333333333333333,64.0,1.0,0.3,1.575679507105548e-5,0.8234626416832875,0.375038685
3.0,0.3333333333333333,64.0,1.0,0.35,1.1937746802423407e-5,0.7900320789815017,0.344092674
3.0,0.3333333333333333,64.0,1.0,0.4,7.358636394508778e-6,0.6766128278575317,0.316189011
3.0,0.3333333333333333,64.0,1.0,0.45,5.444035435923003e-6,0.831806832749105,0.257017475
3.0,0.3333333333333333,64.0,1.0,0.5,0.0,0.0,0.014124134
3.0,0.3333333333333333,64.0,10.0,0.0,0.24012560728524784,0.8651748960586403,0.861387351
3.0,0.3333333333333333,64.0,10.0,0.05,0.20655582502628503,0.8582265634737851,0.898624941
3.0,0.3333333333333333,64.0,10.0,0.1,0.09114470978910334,0.9708155599170987,2.027772961
3.0,0.3333333333333333,64.0,10.0,0.15,0.00047362083055993204,0.987682348298956,1.662425389
3.0,0.3333333333333333,64.0,10.0,0.2,0.00015179927309623314,0.9966743541071982,0.820677508
3.0,0.3333333333333333,64.0,10.0,0.25,5.6120947710492e-5,0.7631902522595989,0.588700018
3.0,0.3333333333333333,64.0,10.0,0.3,3.440694990884709e-5,0.832475216514552,0.464659263
3.0,0.3333333333333333,64.0,10.0,0.35,2.2405704019641548e-5,0.9113268719064808,0.386702793
3.0,0.3333333333333333,64.0,10.0,0.4,1.269066242130602e-5,0.8829326874661702,0.3329522
3.0,0.3333333333333333,64.0,10.0,0.45,6.556082764117049e-6,0.885415646128614,0.257826951
3.0,0.3333333333333333,64.0,10.0,0.5,0.0,0.0,0.019299993
3.0,0.3333333333333333,64.0,50.0,0.0,0.2632846603004298,0.7901725626408007,0.603676592
3.0,0.3333333333333333,64.0,50.0,0.05,0.2231221335753991,0.9306603818262649,0.661005211
3.0,0.3333333333333333,64.0,50.0,0.1,0.10588643395926987,0.9496735464559203,1.304169271
3.0,0.3333333333333333,64.0,50.0,0.15,0.00024957044903955506,0.8941550279577948,1.19375473
3.0,0.3333333333333333,64.0,50.0,0.2,0.0001030620033456677,0.9660022451466638,0.703803294
3.0,0.3333333333333333,64.0,50.0,0.25,4.66483189745274e-5,0.792374602751618,0.550249467
3.0,0.3333333333333333,64.0,50.0,0.3,3.4130370131173615e-5,0.9488981647053294,0.436468373
3.0,0.3333333333333333,64.0,50.0,0.35,1.756308475470075e-5,0.7840586587107495,0.385262017
3.0,0.3333333333333333,64.0,50.0,0.4,1.097862260700024e-5,0.8205782257646497,0.351790943
3.0,0.3333333333333333,64.0,50.0,0.45,5.925316964975537e-6,0.8553831600028705,0.265634042
3.0,0.3333333333333333,64.0,50.0,0.5,0.0,0.0,0.018728942
3.0,0.3333333333333333,64.0,Inf,0.0,0.28308169020131874,0.7374153122391425,0.570448988
3.0,0.3333333333333333,64.0,Inf,0.05,0.23825127520559286,0.028871084424286764,0.442008492
3.0,0.3333333333333333,64.0,Inf,0.1,0.09178979701618532,0.9289373806374568,1.41721659
3.0,0.3333333333333333,64.0,Inf,0.15,0.00025530787632161404,0.9611365896492916,1.093253957
3.0,0.3333333333333333,64.0,Inf,0.2,9.448413405189934e-5,0.9036287666327211,0.651734957
3.0,0.3333333333333333,64.0,Inf,0.25,4.503720095342051e-5,0.7722141766317573,0.514644074
3.0,0.3333333333333333,64.0,Inf,0.3,3.3464412747800554e-5,0.9367848691371025,0.415155303
3.0,0.3333333333333333,64.0,Inf,0.35,1.728078275778937e-5,0.7727062993890207,0.40442654
3.0,0.3333333333333333,64.0,Inf,0.4,1.0631711234200714e-5,0.8112930541029394,0.322252037
3.0,0.3333333333333333,64.0,Inf,0.45,5.80553289443017e-6,0.859706711469986,0.261485414
3.0,0.3333333333333333,64.0,Inf,0.5,0.0,0.0,0.018387217
3.0,0.3333333333333333,128.0,0.1,0.0,2.1019903972686816e-6,0.8202123775164979,1.331910946
3.0,0.3333333333333333,128.0,0.1,0.05,1.8734927593505639e-6,0.7366108247274902,1.231816426
3.0,0.3333333333333333,128.0,0.1,0.1,1.6064397286531915e-6,0.6496524359909003,1.276793761
3.0,0.3333333333333333,128.0,0.1,0.15,1.3184765415918218e-6,0.5607968844258319,1.363777976
3.0,0.3333333333333333,128.0,0.1,0.2,2.011647437621874e-6,0.923324146348336,1.237556136
3.0,0.3333333333333333,128.0,0.1,0.25,1.4710148214906447e-6,0.7519849968485134,1.254954832
3.0,0.3333333333333333,128.0,0.1,0.3,9.84956987451808e-7,0.5848266131692127,1.28781612
3.0,0.3333333333333333,128.0,0.1,0.35,1.141276752717295e-6,0.8369801231812097,1.226080067
3.0,0.3333333333333333,128.0,0.1,0.4,5.359985840000623e-7,0.5385386384734582,1.296642873
3.0,0.3333333333333333,128.0,0.1,0.45,2.984759841237669e-7,0.5142181562163071,1.213677371
3.0,0.3333333333333333,128.0,0.1,0.5,0.0,0.0,0.105741368
3.0,0.3333333333333333,128.0,1.0,0.0,2.2485824929396042e-5,0.7061344581642633,1.771314335
3.0,0.3333333333333333,128.0,1.0,0.05,1.9529478092111767e-5,0.6199259542157671,1.848116172
3.0,0.3333333333333333,128.0,1.0,0.1,2.4646871969597636e-5,0.8140396158227059,1.845216036
3.0,0.3333333333333333,128.0,1.0,0.15,1.7249082396660675e-5,0.6110286741912437,1.807883653
3.0,0.3333333333333333,128.0,1.0,0.2,1.7810635548011195e-5,0.6995419316286787,1.709259981
3.0,0.3333333333333333,128.0,1.0,0.25,1.670456677176972e-5,0.7559943252156573,1.474006801
3.0,0.3333333333333333,128.0,1.0,0.3,1.40818909787067e-5,0.7705104501403632,1.371169791
3.0,0.3333333333333333,128.0,1.0,0.35,1.0346747239574147e-5,0.7317292520682119,1.315030452
3.0,0.3333333333333333,128.0,1.0,0.4,6.098771671647577e-6,0.621103439556109,1.209200467
3.0,0.3333333333333333,128.0,1.0,0.45,4.153548165808466e-6,0.7651447679482218,1.003773923
3.0,0.3333333333333333,128.0,1.0,0.5,0.0,0.0,0.072651541
3.0,0.3333333333333333,128.0,10.0,0.0,0.24515507473720688,0.8980829478522079,3.189544562
3.0,0.3333333333333333,128.0,10.0,0.05,0.1911234873125711,0.9201546330064869,3.72912213
3.0,0.3333333333333333,128.0,10.0,0.1,0.045620798544855116,3.3348755063593996,10.132606122
3.0,0.3333333333333333,128.0,10.0,0.15,0.000331883629249278,0.9952408123496778,5.117254857
3.0,0.3333333333333333,128.0,10.0,0.2,0.00011261176425319729,0.9160164036669468,2.884882643
3.0,0.3333333333333333,128.0,10.0,0.25,5.806309860022401e-5,0.930920147615768,2.113024893
3.0,0.3333333333333333,128.0,10.0,0.3,3.36663426962074e-5,0.9397095181344488,1.72086795
3.0,0.3333333333333333,128.0,10.0,0.35,1.5559587069109103e-5,0.7282298396786717,1.5186746
3.0,0.3333333333333333,128.0,10.0,0.4,9.219784209759025e-6,0.7529963459526735,1.350013437
3.0,0.3333333333333333,128.0,10.0,0.45,4.638819181388635e-6,0.790837358463905,1.022088562
3.0,0.3333333333333333,128.0,10.0,0.5,0.0,0.0,0.076837806
3.0,0.3333333333333333,128.0,50.0,0.0,0.27296858026695153,0.8980873350000751,2.32808308
3.0,0.3333333333333333,128.0,50.0,0.05,0.20395138669377422,0.9671193981508619,2.816066403
3.0,0.3333333333333333,128.0,50.0,0.1,0.03383394221850548,3.3002965984263444,11.043702662
3.0,0.3333333333333333,128.0,50.0,0.15,0.0001963201880153053,0.98694862743146,3.902340062
3.0,0.3333333333333333,128.0,50.0,0.2,8.185628175126869e-5,0.9177184762381487,2.510143298
3.0,0.3333333333333333,128.0,50.0,0.25,4.0095456772844234e-5,0.7826872949056443,2.049814256
3.0,0.3333333333333333,128.0,50.0,0.3,2.2846549282461452e-5,0.7217278499675137,1.743857969
3.0,0.3333333333333333,128.0,50.0,0.35,1.2552705949010162e-5,0.6398718449924523,1.598414031
3.0,0.3333333333333333,128.0,50.0,0.4,8.07666971557195e-6,0.7067088790992996,1.324745584
3.0,0.3333333333333333,128.0,50.0,0.45,4.211552410745843e-6,0.7682512048310046,1.070072028
3.0,0.3333333333333333,128.0,50.0,0.5,0.0,0.0,0.079157436
3.0,0.3333333333333333,128.0,Inf,0.0,0.2830816902012879,0.7374153122341465,2.143297496
3.0,0.3333333333333333,128.0,Inf,0.05,0.2073325327993073,0.9497691243184891,2.113833434
3.0,0.3333333333333333,128.0,Inf,0.1,0.011828567175920509,4.377959270414448,9.49137345
3.0,0.3333333333333333,128.0,Inf,0.15,0.0001633681947913935,0.8515452463634128,3.616935361
3.0,0.3333333333333333,128.0,Inf,0.2,7.805920607248505e-5,0.8823552855423837,2.463416602
3.0,0.3333333333333333,128.0,Inf,0.25,3.938127156156338e-5,0.7726813243693514,2.006207031
3.0,0.3333333333333333,128.0,Inf,0.3,2.2488004563250933e-5,0.7129615740155782,1.720797753
3.0,0.3333333333333333,128.0,Inf,0.35,1.2444353884136535e-5,0.6363509419765307,1.466481115
3.0,0.3333333333333333,128.0,Inf,0.4,8.00735450336214e-6,0.7041984816963458,1.220224922
3.0,0.3333333333333333,128.0,Inf,0.45,4.187517068615834e-6,0.767193032802491,0.949928135
3.0,0.3333333333333333,128.0,Inf,0.5,0.0,0.0,0.068982609
